pptyp,dpurp,mode,deptm_hr,trexpfac,travdist,travtime,delay,source
Part-Time Worker,Personal Business,Bike,2,1,2.673219383,17.82146255,10.18146255,soundcast
Part-Time Worker,Personal Business,Bike,3,11,3.937258819,26.22948716,15.92130535,soundcast
Part-Time Worker,Personal Business,Bike,4,12,5.558010421,37.0470055,26.66117217,soundcast
Part-Time Worker,Personal Business,Bike,5,19,5.245787404,34.84823846,23.16244899,soundcast
Part-Time Worker,Personal Business,Bike,6,35,4.234932582,28.15711188,18.51911188,soundcast
Part-Time Worker,Personal Business,Bike,7,83,3.92098815,26.10379163,16.23692416,soundcast
Part-Time Worker,Personal Business,Bike,8,88,2.953099315,19.62417737,11.05838191,soundcast
Part-Time Worker,Personal Business,Bike,9,148,3.483758801,23.18872575,13.2623744,soundcast
Part-Time Worker,Personal Business,Bike,10,143,3.485900995,23.18908303,13.26782429,soundcast
Part-Time Worker,Personal Business,Bike,11,115,3.798831059,25.19135616,14.68848659,soundcast
Part-Time Worker,Personal Business,Bike,12,111,3.387094629,22.4869929,12.73816407,soundcast
Part-Time Worker,Personal Business,Bike,13,141,3.606061032,23.92165554,13.89215199,soundcast
Part-Time Worker,Personal Business,Bike,14,108,3.333775027,22.09419509,12.4791025,soundcast
Part-Time Worker,Personal Business,Bike,15,122,3.963451272,26.35402872,15.54386479,soundcast
Part-Time Worker,Personal Business,Bike,16,125,4.000870107,26.57800677,16.56056677,soundcast
Part-Time Worker,Personal Business,Bike,17,114,3.269439647,21.72067398,12.10269153,soundcast
Part-Time Worker,Personal Business,Bike,18,70,4.06153183,26.97044128,16.00086985,soundcast
Part-Time Worker,Personal Business,Bike,19,48,3.273762419,21.76271957,12.49334457,soundcast
Part-Time Worker,Personal Business,Bike,20,36,3.155941851,21.00536711,11.36786711,soundcast
Part-Time Worker,Personal Business,Bike,21,21,2.477748963,16.50655995,7.256559948,soundcast
Part-Time Worker,Personal Business,Bike,22,7,1.693712766,11.10927558,3.312132724,soundcast
Part-Time Worker,Personal Business,Bike,23,2,1.693873689,10.98239025,4.512390253,soundcast
Part-Time Worker,Personal Business,HOV2,0,19,4.34631567,11.9838905,0.137574709,soundcast
Part-Time Worker,Personal Business,HOV2,1,9,8.234796928,16.71929424,-0.052927987,soundcast
Part-Time Worker,Personal Business,HOV2,2,3,1.574343098,9.372192512,-0.571140821,soundcast
Part-Time Worker,Personal Business,HOV2,3,143,8.7115602,17.4413491,-0.036553,soundcast
Part-Time Worker,Personal Business,HOV2,4,121,4.243932984,11.21407622,0.095563828,soundcast
Part-Time Worker,Personal Business,HOV2,5,242,8.009437233,18.03356045,1.666948882,soundcast
Part-Time Worker,Personal Business,HOV2,6,726,6.549433927,16.74756682,2.363916683,soundcast
Part-Time Worker,Personal Business,HOV2,7,1354,6.533488448,16.34856536,2.070330497,soundcast
Part-Time Worker,Personal Business,HOV2,8,2271,6.133896768,14.99365633,1.318671745,soundcast
Part-Time Worker,Personal Business,HOV2,9,2837,5.792405937,13.88357029,0.704091963,soundcast
Part-Time Worker,Personal Business,HOV2,10,3073,5.664446276,13.44973598,0.37559019,soundcast
Part-Time Worker,Personal Business,HOV2,11,2537,5.894058084,13.80830664,0.465050822,soundcast
Part-Time Worker,Personal Business,HOV2,12,2399,6.248274017,14.35464084,0.561827163,soundcast
Part-Time Worker,Personal Business,HOV2,13,2711,5.755524796,13.64637089,0.489727585,soundcast
Part-Time Worker,Personal Business,HOV2,14,2286,5.593294578,13.51987649,0.596709387,soundcast
Part-Time Worker,Personal Business,HOV2,15,2339,5.995422978,14.78626055,1.323904845,soundcast
Part-Time Worker,Personal Business,HOV2,16,2514,5.638298077,14.74584377,1.736504075,soundcast
Part-Time Worker,Personal Business,HOV2,17,2034,6.030893368,15.18067014,1.636614092,soundcast
Part-Time Worker,Personal Business,HOV2,18,1759,6.108804213,14.77036984,1.031165747,soundcast
Part-Time Worker,Personal Business,HOV2,19,1034,6.072957984,14.3519143,0.696082577,soundcast
Part-Time Worker,Personal Business,HOV2,20,776,5.873303749,13.40507237,-0.119373504,soundcast
Part-Time Worker,Personal Business,HOV2,21,434,5.639379285,12.88217813,-0.163996988,soundcast
Part-Time Worker,Personal Business,HOV2,22,143,5.611760318,12.84123902,-0.110369376,soundcast
Part-Time Worker,Personal Business,HOV2,23,87,4.647160182,11.34452739,-0.255242723,soundcast
Part-Time Worker,Personal Business,HOV3+,0,6,6.30496835,14.50966372,0.009663722,soundcast
Part-Time Worker,Personal Business,HOV3+,1,7,5.864802489,13.33923579,0.163521509,soundcast
Part-Time Worker,Personal Business,HOV3+,2,1,0.492912121,3.632944893,-0.347055107,soundcast
Part-Time Worker,Personal Business,HOV3+,3,102,7.474244961,15.05133099,-0.127296462,soundcast
Part-Time Worker,Personal Business,HOV3+,4,59,5.865016127,13.20777519,-0.320699386,soundcast
Part-Time Worker,Personal Business,HOV3+,5,124,6.974386236,15.84181464,1.291814645,soundcast
Part-Time Worker,Personal Business,HOV3+,6,382,6.662814263,17.11602037,2.574423511,soundcast
Part-Time Worker,Personal Business,HOV3+,7,772,6.442527279,16.34523446,2.178576425,soundcast
Part-Time Worker,Personal Business,HOV3+,8,1289,6.502827576,15.70775017,1.461675698,soundcast
Part-Time Worker,Personal Business,HOV3+,9,1738,6.057117127,14.25251614,0.701802674,soundcast
Part-Time Worker,Personal Business,HOV3+,10,1697,6.078831633,14.06722955,0.464842983,soundcast
Part-Time Worker,Personal Business,HOV3+,11,1479,5.820177592,13.59358884,0.359261588,soundcast
Part-Time Worker,Personal Business,HOV3+,12,1382,6.387886815,14.4056034,0.464351589,soundcast
Part-Time Worker,Personal Business,HOV3+,13,1452,5.710803384,13.57881179,0.372131348,soundcast
Part-Time Worker,Personal Business,HOV3+,14,1303,6.08043811,14.26023813,0.708910422,soundcast
Part-Time Worker,Personal Business,HOV3+,15,1273,6.412485036,15.61128616,1.481034781,soundcast
Part-Time Worker,Personal Business,HOV3+,16,1426,6.306016901,15.97401857,1.960477196,soundcast
Part-Time Worker,Personal Business,HOV3+,17,1138,6.383765905,15.79959033,1.684933037,soundcast
Part-Time Worker,Personal Business,HOV3+,18,1019,6.632533627,15.70514004,1.214031114,soundcast
Part-Time Worker,Personal Business,HOV3+,19,642,6.687656998,15.14123041,0.567897078,soundcast
Part-Time Worker,Personal Business,HOV3+,20,434,6.496431003,14.1345593,-0.150371579,soundcast
Part-Time Worker,Personal Business,HOV3+,21,248,5.917280333,13.32546708,-0.114049047,soundcast
Part-Time Worker,Personal Business,HOV3+,22,82,5.960894432,13.28493449,-0.203967949,soundcast
Part-Time Worker,Personal Business,HOV3+,23,49,4.660181081,11.84189705,-0.081368261,soundcast
Part-Time Worker,Personal Business,SOV,0,68,5.943753318,13.33816995,-0.066830046,soundcast
Part-Time Worker,Personal Business,SOV,1,52,6.101217473,14.51466133,-0.171877136,soundcast
Part-Time Worker,Personal Business,SOV,2,22,4.58535004,11.10260181,-0.177398192,soundcast
Part-Time Worker,Personal Business,SOV,3,339,6.001989569,13.63059131,-0.091739075,soundcast
Part-Time Worker,Personal Business,SOV,4,297,5.37285998,12.81969274,-0.056199511,soundcast
Part-Time Worker,Personal Business,SOV,5,480,6.655102521,16.14583986,1.671673194,soundcast
Part-Time Worker,Personal Business,SOV,6,1573,5.472564579,14.87214564,1.765724793,soundcast
Part-Time Worker,Personal Business,SOV,7,2949,5.383555631,14.54073452,1.803094647,soundcast
Part-Time Worker,Personal Business,SOV,8,4732,5.239620712,13.75556947,1.112520019,soundcast
Part-Time Worker,Personal Business,SOV,9,5867,4.955675166,12.77834576,0.582533585,soundcast
Part-Time Worker,Personal Business,SOV,10,6350,5.026969458,12.58808986,0.391069387,soundcast
Part-Time Worker,Personal Business,SOV,11,5711,5.183738975,12.93981023,0.440790791,soundcast
Part-Time Worker,Personal Business,SOV,12,5381,5.319050493,13.04790503,0.428720866,soundcast
Part-Time Worker,Personal Business,SOV,13,5930,4.977584353,12.54808056,0.408298099,soundcast
Part-Time Worker,Personal Business,SOV,14,5157,5.367897044,13.4037273,0.644714304,soundcast
Part-Time Worker,Personal Business,SOV,15,5540,5.383884878,13.94323633,1.250508892,soundcast
Part-Time Worker,Personal Business,SOV,16,6250,5.097485326,14.18948266,1.781020261,soundcast
Part-Time Worker,Personal Business,SOV,17,4848,5.26959234,14.32733732,1.628288229,soundcast
Part-Time Worker,Personal Business,SOV,18,3914,5.342044096,13.71411739,0.937129657,soundcast
Part-Time Worker,Personal Business,SOV,19,2200,5.09910607,13.02869796,0.565493412,soundcast
Part-Time Worker,Personal Business,SOV,20,1706,5.569544018,12.95798102,-0.129967399,soundcast
Part-Time Worker,Personal Business,SOV,21,978,5.179872013,12.56234291,-0.030898404,soundcast
Part-Time Worker,Personal Business,SOV,22,357,5.168337916,12.31070903,-0.133660714,soundcast
Part-Time Worker,Personal Business,SOV,23,244,5.223637673,12.32047693,-0.151244386,soundcast
Part-Time Worker,Personal Business,Transit,3,1,13.86,97.65289008,72.03289008,soundcast
Part-Time Worker,Personal Business,Transit,4,24,6.7575,38.38661035,23.21619368,soundcast
Part-Time Worker,Personal Business,Transit,5,58,6.661896552,36.72204138,21.32669655,soundcast
Part-Time Worker,Personal Business,Transit,6,136,6.905955882,38.37502758,22.30502758,soundcast
Part-Time Worker,Personal Business,Transit,7,222,6.17036036,34.95395838,20.11048991,soundcast
Part-Time Worker,Personal Business,Transit,8,275,5.033636364,32.90150905,19.30739996,soundcast
Part-Time Worker,Personal Business,Transit,9,307,5.33970684,33.77245642,19.44757042,soundcast
Part-Time Worker,Personal Business,Transit,10,296,5.410135135,33.49232849,19.32280146,soundcast
Part-Time Worker,Personal Business,Transit,11,274,4.712445255,31.76411975,18.25105406,soundcast
Part-Time Worker,Personal Business,Transit,12,260,5.281961538,32.69577848,18.67924002,soundcast
Part-Time Worker,Personal Business,Transit,13,297,5.411515152,33.14412513,19.15109482,soundcast
Part-Time Worker,Personal Business,Transit,14,250,5.24784,31.14203651,16.98311651,soundcast
Part-Time Worker,Personal Business,Transit,15,264,5.474772727,31.8855214,17.60658201,soundcast
Part-Time Worker,Personal Business,Transit,16,293,5.533617747,33.95490906,19.73074523,soundcast
Part-Time Worker,Personal Business,Transit,17,259,4.462779923,29.19521695,16.21633665,soundcast
Part-Time Worker,Personal Business,Transit,18,184,4.290108696,28.63078275,16.20648927,soundcast
Part-Time Worker,Personal Business,Transit,19,109,4.300091743,29.70375131,17.04870544,soundcast
Part-Time Worker,Personal Business,Transit,20,47,3.091276596,25.37878649,13.68197798,soundcast
Part-Time Worker,Personal Business,Transit,21,19,3.046315789,26.84685549,15.44685549,soundcast
Part-Time Worker,Personal Business,Walk,0,10,1.055120651,21.10241301,14.14241301,soundcast
Part-Time Worker,Personal Business,Walk,1,8,0.797110196,15.94220392,8.69345392,soundcast
Part-Time Worker,Personal Business,Walk,2,4,0.941071051,18.82142101,10.95642101,soundcast
Part-Time Worker,Personal Business,Walk,3,105,1.763132436,35.26264871,27.37493443,soundcast
Part-Time Worker,Personal Business,Walk,4,73,2.160553304,43.21106608,34.55969621,soundcast
Part-Time Worker,Personal Business,Walk,5,181,2.044735272,40.89470544,32.42111428,soundcast
Part-Time Worker,Personal Business,Walk,6,479,1.792425309,35.84850618,27.75117842,soundcast
Part-Time Worker,Personal Business,Walk,7,872,1.51796263,30.35925259,22.67112186,soundcast
Part-Time Worker,Personal Business,Walk,8,1279,1.265562439,25.31124877,18.04245284,soundcast
Part-Time Worker,Personal Business,Walk,9,1538,1.174799868,23.49599737,16.38123794,soundcast
Part-Time Worker,Personal Business,Walk,10,1682,1.124034853,22.48069705,15.47001334,soundcast
Part-Time Worker,Personal Business,Walk,11,1590,1.052889044,21.05778088,14.12990667,soundcast
Part-Time Worker,Personal Business,Walk,12,1454,1.132108719,22.64217438,15.61300656,soundcast
Part-Time Worker,Personal Business,Walk,13,1499,1.158903158,23.17806316,16.11618858,soundcast
Part-Time Worker,Personal Business,Walk,14,1348,1.081154864,21.62309729,14.70054536,soundcast
Part-Time Worker,Personal Business,Walk,15,1466,1.19297999,23.85959979,16.72598451,soundcast
Part-Time Worker,Personal Business,Walk,16,1540,1.120963588,22.41927176,15.40615488,soundcast
Part-Time Worker,Personal Business,Walk,17,1255,1.134020952,22.68041904,15.45770988,soundcast
Part-Time Worker,Personal Business,Walk,18,925,1.115002808,22.30005617,15.27215346,soundcast
Part-Time Worker,Personal Business,Walk,19,602,1.114635454,22.29270908,15.18995161,soundcast
Part-Time Worker,Personal Business,Walk,20,433,1.170834648,23.41669297,16.35618488,soundcast
Part-Time Worker,Personal Business,Walk,21,204,1.002146116,20.04292233,13.09130468,soundcast
Part-Time Worker,Personal Business,Walk,22,78,0.974690835,19.4938167,12.70509875,soundcast
Part-Time Worker,Personal Business,Walk,23,57,1.004216496,20.08432992,13.5246808,soundcast
Part-Time Worker,Shop,Bike,1,1,0.572367852,3.815785682,-1.184214318,soundcast
Part-Time Worker,Shop,Bike,3,6,1.521319444,10.01041667,4.282083333,soundcast
Part-Time Worker,Shop,Bike,4,7,9.231640629,61.54427086,47.57569943,soundcast
Part-Time Worker,Shop,Bike,5,5,5.786522223,38.54815321,27.84415321,soundcast
Part-Time Worker,Shop,Bike,6,21,3.544304321,23.60983424,13.41459615,soundcast
Part-Time Worker,Shop,Bike,7,53,5.028833596,33.51576362,22.78632965,soundcast
Part-Time Worker,Shop,Bike,8,90,3.978854223,26.50114095,16.7906965,soundcast
Part-Time Worker,Shop,Bike,9,100,3.04095964,20.10566401,10.87946401,soundcast
Part-Time Worker,Shop,Bike,10,123,3.41281063,22.71536232,13.463655,soundcast
Part-Time Worker,Shop,Bike,11,149,3.986931465,26.56239426,16.6383003,soundcast
Part-Time Worker,Shop,Bike,12,129,3.105778111,20.60195156,10.76668024,soundcast
Part-Time Worker,Shop,Bike,13,142,3.411357403,22.65968689,13.4444052,soundcast
Part-Time Worker,Shop,Bike,14,126,3.406740656,22.64788384,12.76589971,soundcast
Part-Time Worker,Shop,Bike,15,162,3.176377271,21.09565378,12.00577724,soundcast
Part-Time Worker,Shop,Bike,16,179,3.242507058,21.583434,12.09354573,soundcast
Part-Time Worker,Shop,Bike,17,182,3.662630424,24.34548183,14.27432798,soundcast
Part-Time Worker,Shop,Bike,18,138,3.110049628,20.70644727,11.4731864,soundcast
Part-Time Worker,Shop,Bike,19,76,3.809744799,25.35616017,15.37458122,soundcast
Part-Time Worker,Shop,Bike,20,50,3.248386852,21.64109164,12.56709164,soundcast
Part-Time Worker,Shop,Bike,21,17,3.675216003,24.49783782,15.09901429,soundcast
Part-Time Worker,Shop,Bike,22,11,2.355295138,15.68654059,6.604722406,soundcast
Part-Time Worker,Shop,Bike,23,8,4.679673335,31.19782223,21.78032223,soundcast
Part-Time Worker,Shop,HOV2,0,15,4.656923956,12.03237058,0.040370583,soundcast
Part-Time Worker,Shop,HOV2,1,18,5.369227203,12.91068611,-0.251536115,soundcast
Part-Time Worker,Shop,HOV2,2,6,4.158782302,10.29556286,-0.254437141,soundcast
Part-Time Worker,Shop,HOV2,3,69,4.359569895,10.78187912,-0.132033921,soundcast
Part-Time Worker,Shop,HOV2,4,80,5.28149431,12.79939621,0.468646206,soundcast
Part-Time Worker,Shop,HOV2,5,95,4.721190894,12.00505275,0.310842224,soundcast
Part-Time Worker,Shop,HOV2,6,396,5.577714812,14.71524549,1.650548517,soundcast
Part-Time Worker,Shop,HOV2,7,992,5.212476851,14.26558814,1.750668785,soundcast
Part-Time Worker,Shop,HOV2,8,1695,4.468279194,12.29677451,0.816662415,soundcast
Part-Time Worker,Shop,HOV2,9,2383,4.777388207,12.34390447,0.530291377,soundcast
Part-Time Worker,Shop,HOV2,10,2633,4.762027357,12.19252814,0.399303684,soundcast
Part-Time Worker,Shop,HOV2,11,2534,4.642449201,11.93506178,0.30671529,soundcast
Part-Time Worker,Shop,HOV2,12,2424,5.147867705,12.87681658,0.534576476,soundcast
Part-Time Worker,Shop,HOV2,13,2676,4.481963787,11.61931705,0.234033046,soundcast
Part-Time Worker,Shop,HOV2,14,2505,5.063948658,12.71187377,0.472217082,soundcast
Part-Time Worker,Shop,HOV2,15,2667,4.929556084,12.92891715,0.892947894,soundcast
Part-Time Worker,Shop,HOV2,16,2746,4.72867806,13.13545211,1.377943008,soundcast
Part-Time Worker,Shop,HOV2,17,2335,4.957389957,13.41631859,1.243975976,soundcast
Part-Time Worker,Shop,HOV2,18,2242,4.934429404,13.00239625,0.810018911,soundcast
Part-Time Worker,Shop,HOV2,19,1637,4.892095619,12.74770402,0.653177449,soundcast
Part-Time Worker,Shop,HOV2,20,1092,4.881567847,11.88699107,-0.101937503,soundcast
Part-Time Worker,Shop,HOV2,21,434,4.886806046,11.91386056,-0.122268477,soundcast
Part-Time Worker,Shop,HOV2,22,172,5.375213101,12.40461323,-0.029747239,soundcast
Part-Time Worker,Shop,HOV2,23,72,3.454264852,9.921487522,-0.274623589,soundcast
Part-Time Worker,Shop,HOV3+,0,9,6.774995483,12.607912,-0.310976887,soundcast
Part-Time Worker,Shop,HOV3+,1,4,5.415155808,12.3086088,-0.093891196,soundcast
Part-Time Worker,Shop,HOV3+,2,3,5.224444444,13.00152778,-0.065138889,soundcast
Part-Time Worker,Shop,HOV3+,3,37,6.574906061,14.10318464,-0.121139681,soundcast
Part-Time Worker,Shop,HOV3+,4,49,4.82799044,11.74113874,-0.133963299,soundcast
Part-Time Worker,Shop,HOV3+,5,71,5.829783038,14.40197846,0.748598181,soundcast
Part-Time Worker,Shop,HOV3+,6,219,5.678471059,15.05693246,1.964192731,soundcast
Part-Time Worker,Shop,HOV3+,7,592,5.267426956,14.19256206,1.570957327,soundcast
Part-Time Worker,Shop,HOV3+,8,929,5.194600181,13.6454979,1.191515125,soundcast
Part-Time Worker,Shop,HOV3+,9,1282,5.106180016,12.90661258,0.583976071,soundcast
Part-Time Worker,Shop,HOV3+,10,1414,5.342674947,12.8938205,0.402816253,soundcast
Part-Time Worker,Shop,HOV3+,11,1301,5.406039115,13.00944584,0.444910872,soundcast
Part-Time Worker,Shop,HOV3+,12,1291,5.234024471,12.92345224,0.394854259,soundcast
Part-Time Worker,Shop,HOV3+,13,1345,5.088641516,12.61261099,0.369770839,soundcast
Part-Time Worker,Shop,HOV3+,14,1363,5.128477365,12.84906769,0.449559249,soundcast
Part-Time Worker,Shop,HOV3+,15,1383,5.35389887,13.62330148,1.044964527,soundcast
Part-Time Worker,Shop,HOV3+,16,1476,5.299159216,13.96758657,1.416590639,soundcast
Part-Time Worker,Shop,HOV3+,17,1335,5.316033732,13.88415484,1.203151097,soundcast
Part-Time Worker,Shop,HOV3+,18,1246,4.931640183,12.85508788,0.737166535,soundcast
Part-Time Worker,Shop,HOV3+,19,903,5.025407562,12.86981087,0.459943758,soundcast
Part-Time Worker,Shop,HOV3+,20,632,5.42276403,12.57827333,-0.070856416,soundcast
Part-Time Worker,Shop,HOV3+,21,242,4.841874794,11.74087606,-0.243049556,soundcast
Part-Time Worker,Shop,HOV3+,22,80,5.388184029,12.75570736,-0.112667643,soundcast
Part-Time Worker,Shop,HOV3+,23,46,4.614044837,12.22418723,0.3350568,soundcast
Part-Time Worker,Shop,SOV,0,43,5.12162157,12.24132502,0.200394787,soundcast
Part-Time Worker,Shop,SOV,1,39,3.764013714,10.0971451,-0.038752339,soundcast
Part-Time Worker,Shop,SOV,2,19,4.571498325,11.27842992,0.243166762,soundcast
Part-Time Worker,Shop,SOV,3,181,5.206664959,12.52845608,0.194975422,soundcast
Part-Time Worker,Shop,SOV,4,167,4.172122436,10.80367335,0.00552964,soundcast
Part-Time Worker,Shop,SOV,5,315,4.573227675,12.29813987,0.623885901,soundcast
Part-Time Worker,Shop,SOV,6,932,4.533423119,13.18007666,1.498123868,soundcast
Part-Time Worker,Shop,SOV,7,2095,4.689946691,13.37750157,1.577539757,soundcast
Part-Time Worker,Shop,SOV,8,3494,4.511819721,12.51926364,0.943651157,soundcast
Part-Time Worker,Shop,SOV,9,4817,4.389683744,11.94097932,0.590169688,soundcast
Part-Time Worker,Shop,SOV,10,5953,4.418469517,11.64659106,0.280056541,soundcast
Part-Time Worker,Shop,SOV,11,5755,4.449623703,11.66724057,0.272265768,soundcast
Part-Time Worker,Shop,SOV,12,5405,4.688777514,12.10315133,0.384198506,soundcast
Part-Time Worker,Shop,SOV,13,5874,4.63574018,11.90640831,0.299995308,soundcast
Part-Time Worker,Shop,SOV,14,5471,4.652251778,12.13308747,0.466724832,soundcast
Part-Time Worker,Shop,SOV,15,6295,4.790150209,12.87038631,1.007075749,soundcast
Part-Time Worker,Shop,SOV,16,7203,4.55444913,13.09231908,1.546010596,soundcast
Part-Time Worker,Shop,SOV,17,6230,4.752397168,13.41593213,1.577548506,soundcast
Part-Time Worker,Shop,SOV,18,5275,4.3967404,12.12978123,0.722387867,soundcast
Part-Time Worker,Shop,SOV,19,3492,4.298488548,11.76564993,0.564435725,soundcast
Part-Time Worker,Shop,SOV,20,2387,4.532900547,11.4316489,-0.095778831,soundcast
Part-Time Worker,Shop,SOV,21,1015,4.566066402,11.63115663,-0.041414794,soundcast
Part-Time Worker,Shop,SOV,22,404,4.306340286,11.20584755,0.046862403,soundcast
Part-Time Worker,Shop,SOV,23,242,5.147519673,12.19565839,-0.057399457,soundcast
Part-Time Worker,Shop,Transit,3,1,5.52,69.10646194,53.68646194,soundcast
Part-Time Worker,Shop,Transit,4,11,8.233636364,42.75021143,25.28657507,soundcast
Part-Time Worker,Shop,Transit,5,23,4.744347826,27.4282352,13.79214824,soundcast
Part-Time Worker,Shop,Transit,6,73,5.996849315,35.37056771,20.79426634,soundcast
Part-Time Worker,Shop,Transit,7,133,4.596917293,29.39346453,15.76775024,soundcast
Part-Time Worker,Shop,Transit,8,161,4.424844721,27.90562276,14.81885257,soundcast
Part-Time Worker,Shop,Transit,9,217,3.495023041,25.59520526,13.88718682,soundcast
Part-Time Worker,Shop,Transit,10,248,3.644193548,25.79233813,14.0158462,soundcast
Part-Time Worker,Shop,Transit,11,209,4.25076555,28.07809825,15.23977289,soundcast
Part-Time Worker,Shop,Transit,12,205,4.331317073,29.86218113,17.27193723,soundcast
Part-Time Worker,Shop,Transit,13,249,4.295140562,26.26685879,13.619911,soundcast
Part-Time Worker,Shop,Transit,14,243,4.480164609,28.5308187,15.63497508,soundcast
Part-Time Worker,Shop,Transit,15,304,4.091315789,26.46785202,14.16837833,soundcast
Part-Time Worker,Shop,Transit,16,259,4.250888031,26.20328963,13.5185406,soundcast
Part-Time Worker,Shop,Transit,17,292,3.90369863,26.47717205,14.27022,soundcast
Part-Time Worker,Shop,Transit,18,209,4.248325359,27.72585729,14.93092906,soundcast
Part-Time Worker,Shop,Transit,19,141,3.043333333,23.08829585,11.89084904,soundcast
Part-Time Worker,Shop,Transit,20,65,2.419384615,20.30190553,10.03405938,soundcast
Part-Time Worker,Shop,Transit,21,25,3.7472,25.16090624,12.58770624,soundcast
Part-Time Worker,Shop,Walk,0,14,1.401280625,28.02561251,20.69775536,soundcast
Part-Time Worker,Shop,Walk,1,9,1.001454095,20.02908191,14.11241524,soundcast
Part-Time Worker,Shop,Walk,2,3,1.054256359,21.08512717,12.49512717,soundcast
Part-Time Worker,Shop,Walk,3,69,2.119946469,42.39892938,34.14385692,soundcast
Part-Time Worker,Shop,Walk,4,62,2.365894904,47.31789807,38.51031743,soundcast
Part-Time Worker,Shop,Walk,5,92,2.043951901,40.87903801,32.22284236,soundcast
Part-Time Worker,Shop,Walk,6,342,1.873533599,37.47067198,29.37920999,soundcast
Part-Time Worker,Shop,Walk,7,711,1.585282743,31.70565487,24.15630184,soundcast
Part-Time Worker,Shop,Walk,8,1120,1.376768058,27.53536116,20.31063794,soundcast
Part-Time Worker,Shop,Walk,9,1560,1.243718136,24.87436272,17.78361913,soundcast
Part-Time Worker,Shop,Walk,10,1700,1.085070103,21.70140207,14.85875501,soundcast
Part-Time Worker,Shop,Walk,11,1674,1.179538542,23.59077083,16.59041241,soundcast
Part-Time Worker,Shop,Walk,12,1665,1.191598221,23.83196443,16.78424671,soundcast
Part-Time Worker,Shop,Walk,13,1749,1.11433488,22.2866976,15.46941916,soundcast
Part-Time Worker,Shop,Walk,14,1692,1.134828141,22.69656281,15.72392688,soundcast
Part-Time Worker,Shop,Walk,15,1878,1.165957422,23.31914845,16.24298231,soundcast
Part-Time Worker,Shop,Walk,16,2012,1.142900695,22.85801389,15.84667692,soundcast
Part-Time Worker,Shop,Walk,17,1740,1.128912244,22.57824489,15.64549776,soundcast
Part-Time Worker,Shop,Walk,18,1432,1.0863661,21.727322,14.87052033,soundcast
Part-Time Worker,Shop,Walk,19,1092,1.232459903,24.64919807,17.66434459,soundcast
Part-Time Worker,Shop,Walk,20,733,1.035319805,20.70639609,13.94863347,soundcast
Part-Time Worker,Shop,Walk,21,286,1.002376562,20.04753125,13.45683195,soundcast
Part-Time Worker,Shop,Walk,22,97,1.135938225,22.71876451,16.05752739,soundcast
Part-Time Worker,Shop,Walk,23,75,0.911121695,18.2224339,12.03256724,soundcast
Part-Time Worker,Social,Bike,0,5,2.065329514,13.66608565,7.122085652,soundcast
Part-Time Worker,Social,Bike,1,2,4.000190867,26.66793912,15.33793912,soundcast
Part-Time Worker,Social,Bike,3,27,3.361527252,22.34947741,12.10725519,soundcast
Part-Time Worker,Social,Bike,4,14,2.752192349,18.34794899,9.828663277,soundcast
Part-Time Worker,Social,Bike,5,33,5.484851567,36.51872655,25.26660534,soundcast
Part-Time Worker,Social,Bike,6,66,5.011809995,33.31320108,21.64123139,soundcast
Part-Time Worker,Social,Bike,7,112,3.864733225,25.57549423,15.35102994,soundcast
Part-Time Worker,Social,Bike,8,171,3.220583204,21.39683799,12.39841694,soundcast
Part-Time Worker,Social,Bike,9,195,2.863195786,19.03495197,9.920234017,soundcast
Part-Time Worker,Social,Bike,10,189,2.980998162,19.71561238,10.36942191,soundcast
Part-Time Worker,Social,Bike,11,196,4.181414596,27.82089348,17.68625063,soundcast
Part-Time Worker,Social,Bike,12,177,3.974028196,26.42766144,15.78263319,soundcast
Part-Time Worker,Social,Bike,13,202,3.622990734,24.03686742,14.22454069,soundcast
Part-Time Worker,Social,Bike,14,175,3.405164029,22.57705168,13.03476596,soundcast
Part-Time Worker,Social,Bike,15,182,3.763082311,24.98746793,15.0416987,soundcast
Part-Time Worker,Social,Bike,16,244,3.366164629,22.33235229,12.83804901,soundcast
Part-Time Worker,Social,Bike,17,259,3.779279919,25.15375022,15.3652174,soundcast
Part-Time Worker,Social,Bike,18,223,3.356850402,22.26013915,12.75915261,soundcast
Part-Time Worker,Social,Bike,19,163,3.224950276,21.45084902,12.1664932,soundcast
Part-Time Worker,Social,Bike,20,116,2.699340911,17.90772729,9.299106597,soundcast
Part-Time Worker,Social,Bike,21,58,2.567839386,17.08871111,9.17009042,soundcast
Part-Time Worker,Social,Bike,22,18,2.930827946,19.46519977,9.487977549,soundcast
Part-Time Worker,Social,Bike,23,11,2.237757595,14.91838396,6.64383851,soundcast
Part-Time Worker,Social,HOV2,0,34,5.859731384,13.27872657,-0.435391073,soundcast
Part-Time Worker,Social,HOV2,1,19,7.32955,14.66019592,0.411248551,soundcast
Part-Time Worker,Social,HOV2,2,7,4.562686039,11.11652426,-0.220618597,soundcast
Part-Time Worker,Social,HOV2,3,208,10.50430861,18.96748128,0.074260126,soundcast
Part-Time Worker,Social,HOV2,4,122,8.177133231,16.38738167,0.04951282,soundcast
Part-Time Worker,Social,HOV2,5,232,10.67363744,20.32479429,1.067121881,soundcast
Part-Time Worker,Social,HOV2,6,703,8.470915788,18.69885513,2.233250581,soundcast
Part-Time Worker,Social,HOV2,7,1350,7.667833637,17.42305513,1.834981059,soundcast
